text,label
"Democrats Push For Independent Commission On Russian Election Meddling. You know, because a foreign power influencing our elections is kind of a big deal.",politics
"Hillary Clinton Announces Vague Plan To 'Donate' Harvey Weinstein Campaign Money. ""I give 10 percent of my income to charity every year,"" the 2016 presidential candidate said. ""This will be part of that.""",politics
"CVE in the US: More Harm Than Good. While CVE is new, the idea of adopting programs and practices that may sound good but have no empirical justification, is tragically par for the course--especially when it comes to dealing Arabs and Muslims as threats to national security.",politics
Most Republicans Don't Care That Trump Snubbed Ryan And McConnell. And more of the latest polling news.,politics
"Clinton Will Weigh In On Trade Deal 'When It's Final,' Campaign Says.",politics
"How The U.S. Team Escaped The 'Group Of Death,' We Think.",politics
Donald Trump Calls Hillary Clinton 'The Devil'. Really.,politics
"Mothers Who Lost Sons In The Iraq War Lobby For Iran Deal. ""If we had tried diplomacy, perhaps my son would be alive.""",politics
Brian Reese Defeated In Georgia House Race.,politics
Hillary Clinton Wins AFSCME Endorsement. Clinton has won the vast majority of union endorsements this cycle.,politics
"60 Years in Journalism: Debates, Then and Now. Little wonder that candidates increasingly do their best to rehearse and rehearse and stick to prepared talking points. However, there are plenty of other opportunities besides the debates for missteps to go viral on the web.",politics
Trump's America: Are We Comfortable Being A 'Post-Moral' Society?. “The most important human endeavor is the striving for morality in our actions. Our inner balance and even our very existence,politics
U.S. Tightens Screening Of Airport Workers After Gun Arrest.,politics
Jeb and Hillary: Prisoners of History?.,politics
"Paul Ryan's Bizarre Response To Russian Meddling In The Presidential Election. It's a serious matter that we should just ignore, he seems to be saying.",politics
The Supreme Court Saved Obama's Legacy. His Legacy Changed The Court.. The law and the politics of justice will never be the same.,politics
Latinos Take Their Revenge On Sheriff Joe Arpaio. Undocumented immigrants are playing a leading role in the campaign aiming to take him down.,politics
Behold The Power Comedy Has To Neutralize Jerks Who Are Mean To Women.,politics
House Republicans Call One-Week Timeout On DHS Shutdown Drama.,politics
"Trump Says New Vetting Will Keep ‘Radical Islamic Terrorists’ Out Of U.S.. The president signed a document on live TV, but didn't say what's in it.",politics
"Oil Stocks Soar After Donald Trump Victory, But Coal Is The Real Winner. Renewable energy, meanwhile, is taking a beating.",politics
"Lindsey Graham Finds Himself In Second GOP Debate. ""He gets better every time I see him.""",politics
President Trump Is Less Unpopular Than He's Been In A While. He has members of his own party to thank.,politics
Kansas Attorney General Backtracks On Using Pro-Slavery Decision In Court Brief. Memo to all lawyers: Never cite the Dred Scott case approvingly. Ever.,politics
Climate Change And Trump’s Board-Game Patriotism. “Winning” means ramping up our production of fossil fuels.,politics
Donald Trump's Agenda Already Running Into A Reality: Congress. Are Trump's proposals possible?,politics
"Donald Trump's assault on our values. IT HAD not seemed possible, but Donald Trump descended this week to a new low of bigotry, fear-mongering and conspiracy-peddling",politics
"Sanders Delegate Protests Clinton Nomination With Middle Finger On Live TV. Despite backlash, the Hawaii delegate says she has no regrets.",politics
GOP Lawmaker Who Compared Obamacare To Nazi ‘Train Rides': It's All Just A Misunderstanding.,politics
Trump Administration Signals It Is Not Imposing New Sanctions On Russia. Members of Congress pushed for new sanctions to punish Moscow for interference in the election.,politics
"Houston Chronicle Implores Donald Trump To Not Lose Focus On Harvey Relief. ""Several of your tweets during the storm ... left us concerned that you're easily distracted from the task at hand.""",politics
Do Trump Voters Continue To Support Repeal Of Obamacare?. What these polls don’t always differentiate is voters who actually have to buy their insurance.,politics
Tom Price Confirmed As Health Secretary In Blow To Obamacare. Millions of Americans could lose coverage if the law is repealed.,politics
"Looking Back. Antonin Scalia, who died this month, after nearly three decades on the Supreme Court, devoted his professional life to making",politics
Republicans Have Failed To Repeal Obamacare. How Did We Get Here?. The party was never able to unify behind an idea for a new plan.,politics
Meals On Wheels Sees 500 Percent Surge In Volunteers Since Budget Cuts Proposed. Online donations have also skyrocketed this week.,politics
"Ben Carson Blames His Wife For $31,000 Dining Set Purchase For HUD Office. His spokesman initially denied that the secretary and his wife were involved in the lavish purchase decision.",politics
"Congress Sets Date For Obama's Last State Of The Union Address. In the speech, Obama will lay out his priorities for his final year in the White House.",politics
The FDA's Blood Donor Policy Is Still Homophobic. Gay men in sexually active monogamous relationships will still be banned.,politics
Wednesday's Morning Email: Death Toll Rises In Turkey Airport Terrorist Attack. To 41 dead.,politics
The Ugly Reality Of Solitary Confinement.,politics
Even These GOP Presidential Candidates Agree With Elizabeth Warren On Obama's Trade Deal.,politics
"Michelle, Sunny and Bo Obama Receive White House Christmas Tree. Sunny and Bo seemed pretty excited.",politics
"It's Time To March For Our Lives. Read Live Updates Here.. The February school shooting in Parkland, Florida, has galvanized thousands of teenagers to speak out about gun control.",politics
"Terry McAuliffe Has A Very Clintonian Plan For Democrats To Win Back Power. It's still the economy, stupid.",politics
Ted Cruz: Federal Reserve Is Being Run By Philosopher Kings. He accused the Fed of creating unpredictability in the economy.,politics
Bill Clinton Accuses Bernie Sanders Of Living In A 'Hermetically Sealed Box'. The former president stepped up his criticism of his wife's rival on Sunday.,politics
Body Camera Footage Shows Florida Cops' Raid On COVID-19 Data Scientist's Home. Rebekah Jones said the state is trying to silence her criticism of Gov. Ron DeSantis' coronavirus response.,politics
Inside The GOP's Desperate Mission To Stop Trump. The scenario Karl Rove outlined was bleak. Addressing a luncheon of Republican governors and donors in Washington on Feb,politics
"How a Broken Taillight Can Be a Death Sentence in America. The situation that led to the killing of Walter Scott by a white police officer in North Charleston, South Carolina is indicative of the crisis created by the growing criminalization of poverty in America and the persistent de-humanization of black people.",politics
"A Year Later, GOP Lawmakers Still Won't Say If Joe Biden Is Actually President. Nearly all of the 147 Republicans who voted to reject the 2020 presidential election results also won't say if they regret that vote, which was based on a lie.",politics
"Paul Ryan's Donald Trump Dilemma. For the speaker, there are no great options here.",politics
"What Can Clinton Do About The Inevitable Debate Question About Her Emails?. To move beyond the past, she needs to make bold, accountable commitments for the future.",politics
Donald Trump Booed After Telling Jeb Bush To Pipe Down. A high-energy clash between the two Republican presidential candidates.,politics
"Death Penalties, Executions Slow As Capital Punishment Is Squeezed. The U.S. is on track for the fewest executions since 1991.",politics
"Is Synthetic Cannabinoid Use Gaining Popularity Among Military Personnel?. According to a soon-to-be-published study conducted at the University of Washington, synthetic cannabinoids are the new drug of choice among military personnel looking for a buzz and attempting to evade regular tox-screenings.",politics
"Obama EPA Head Savages Donald Trump’s Environmental Policies. “It’s an all-out attack on environmental protection,” Gina McCarthy said.",politics
Biden To Make Iowa Trip Next Week.,politics
An Open Letter To President Trump From One Of The Mothers You're Hurting. There is no presidential President Trump. We have to stop hoping.,politics
Friday's Morning Email: The Return Of Donald Trump's Twitter. That didn't take long.,politics
Mitt Romney: 'We've Gotta Rethink Campaign Finance'. Will Congress listen?,politics
Potential GOP Presidential Candidates Are Divided On Gay Marriage.,politics
"White House Discussing Plans To Replace HHS Sec. Alex Azar: Reports. Recent reports have described a stifled relationship between Azar and President Trump. Now, Azar may be on the cutting block.",politics
Donald Trump Is Now Attacking Bernie Sanders. Republicans used to ignore the Democratic socialist from Vermont. Not anymore.,politics
Russian Spies Hack DNC Computers And Gain Access To Trump Opposition Research. Two separate hacking groups were able to enter the DNC's system and read e-mail and chat communications.,politics
"Gunmen Seize Federal Building In Oregon. The men include at least two sons of Nevada rancher Cliven Bundy and have said they'll stay for ""years.""",politics
"Star Spangled Provocation. I have long thought there were two ways to interpret our national anthem, the Star Spangled Banner. On the cusp of our Independence",politics
Texas Is Close To Allowing Concealed Carry Of Guns On Campuses.,politics
"What The Movement For Gun Violence Prevention Is Missing. Back in 2006, one of the country’s stellar gun violence researchers, Kristin Goss of Duke University, wrote a book in which",politics
Clinton Takes Jab At Putin.,politics
Masks Could Become Illegal In North Carolina (Again) Under KKK-Inspired Law. A law created to prevent Ku Klux Klan members from wearing face masks could prevent COVID-related mask-wearing during a pandemic.,politics
"Birther Issue Dogs Ted Cruz, Days From Iowa Caucuses. Donald Trump can't stop, won't stop questioning the senator's citizenship.",politics
"Investing In Harm Reduction Must Be Included In The Movement To Defund Police. For the last 30 years, harm reduction advocates have worked to humanize communities that are often criminalized.",politics
White House Rolls Back Protections For Planned Parenthood. The administration justified the move by saying it wants to give states more control over their Medicaid programs.,politics
Democratic Presidential Contenders Join Calls To Investigate Exxon. The oil giant stands accused of covering up evidence of fossil fuels' role in climate change.,politics
"Trump’s Bullying And Its Consequences: A Wakeup Call For Iran, North Korea And Many Others. Iran and the five permanent members of the UN Security Council plus Germany signed the Joint Comprehensive Plan of Action",politics
Senators Visit Cuba Hoping Congress Will Ease Restrictions.,politics
"Body Slams, Ballots, And Belated Apologies In Montana. Republican Congressman Greg Gianforte's half-hearted apology dripped with cowardice.",politics
There's A Cheap And Effective Way To Reduce Gun Violence. Why Aren't More States Doing It?. And it has nothing to do with gun control.,politics
These Super PAC Donors Were Able To Hide Their Identities Before The Election. And here's who they are.,politics
"Donald Trump’s David Duke Amnesia Is Nonsense. Clearly, Trump knows a little something about the former KKK leader.",politics
"Donald Trump Trying To Be 'A Racial Healer,' Gov. Mary Fallin Says. Trump has made some unusually conciliatory remarks after recent police killings.",politics
Everything About This Republican Obamacare Repeal Vote Is Nuts. It might work anyway!,politics
"Fall Crises Will Be 'Exciting,' Vacation-Bound Boehner Says. ""We'll manage our way through this. This is part of the legislative process.""",politics
"The GOP Really Doesn’t Want ‘LGBT’ To Appear Anywhere In Its Platform. “Can you at the very least stand up for our right not to be killed?"" one delegate asked.",politics
GOP Senator Prays For Obama: ‘Let His Days Be Few’. The conservative crowd laughed.,politics
Read Live Updates On Super Tuesday. It's on!,politics
"HUFFPOLLSTER: Shy Trump Voters Aren’t Likely To Swing The Race. There might be a few of them out there, but not enough to change the outcome.",politics
Kim Davis Loses Latest Gay Marriage Appeal. Davis stopped issuing marriage licenses after the Supreme Court legalized gay marriage in June.,politics
"Van Jones Urges Democrats To Move On From 'The Clinton Days'. ""If we're the party for the underdogs everywhere, we win,"" he said.",politics
Congress Is Still Very Good At Delivering Perks To Washington Insiders. Eugene Ludwig made a fortune on the revolving door between Wall Street and Washington. He's about to get even more.,politics
"A Coup in ISIL-stan?. There are many things in life that Abu Bakr al-Baghdadi doesn't like. For starters, he doesn't like to be called ""Abu Bakr al-Baghdadi."" His official name is Caliph Ibrahim. ""Abu ِBaker al-Baghdadi"" was his nom de guerre, used during his underground years in Iraq.",politics
Fox Host Asks Trump Aide Why Lawsuits Failed: 'Do You Have The Worst Legal Team?'. Brian Kilmeade asked Stephen Miller why Trump's legal team had lost dozens of cases if there was as much voter fraud as they claim.,politics
Report: Secret Service Pulled Off White House Patrol To Protect Friend Of Agency Director.,politics
Michigan Gov. Candidate Delayed Rescue Of Animals He Claims He Tried To Save. Shri Thanedar fought an effort to place over 170 dogs and monkeys at his shuttered lab into sanctuaries.,politics
Trump Campaign Manager Corey Lewandowski Will Oversee The Vice-Presidential Search. Political adviser Beth Myers headed up the process for Mitt Romney.,politics
"Parents Shift From Fear To Defiance As Bomb Threats Target Jewish Centers. Kids learn to read, swim, draw and do cartwheels at these facilities.",politics
"GOP Congresswoman Questions The Need For Government-Funded Research On Gun Violence. ""I’m not sure that’s the best use of taxpayer money,” Rep. Claudia Tenney said.",politics
Barack Obama Makes Surprise Appearance During Michelle's Book Tour. The former president compared his cameo to Jay-Z coming on stage during a Beyoncé concert.,politics
"Kazakhstan Plane Crashes Shortly After Take-Off, Killing At Least 12. Local authorities had earlier put the death toll at 15, but the Interior Ministry of the Central Asian nation later revised the figure downward, without explaining.",politics
"Americans Approve Of Barack Obama's Legacy But Don't Necessarily Want To See It Continue. The president is leaving office on a high note, but many hope his successor will take a different direction.",politics
"Betsy DeVos Visits Public School, Insists School Choice Can Work In Rural Areas. DeVos visited the school with one of her high-profile critics, Randi Weingarten.",politics
Biden's Daily Intel Briefings Remind Us That Trump Hardly Bothered With Them. Biden will be the first person to read the President's Daily Brief in months — a stark example of how Trump viewed his presidential duties.,politics
"News Roundup for July 28, 2017. It’s bound to be an interesting weekend. 1. The U.S. military spends five times as much on Viagra as it would on transition",politics
"Trump Continues Assault On Media, Calls New York Times 'Fake News'. The president's latest Twitter rant against the Times marked another attack in his so-called ""running war with the media.""",politics
"Friday's Morning Email: Hope Is Fading In Puerto Rico Over The Government Response. “We’re running out of potable water. Out of food.""",politics
"Get Up, Stand Up: Celebrating World IP Day. Getting up and standing up for music and the people who make it requires us to do more than think about questions of compensation and creation; it requires us to make sure that broader aspects of our copyright laws reflect our nation's values.",politics
"Paul Manafort Wanted Respect And Power. He settled for money, but the bottom line could be jail.",politics
"Why America, Not Donald Trump, Will Win In The End. In the ways we fear most, with Trump’s most outrageous campaign promises, he is powerless",politics
Alaska Budget Deal Averts Government Shutdown. Now Comes The Hard Part..,politics
"Judge Aaron Persky Cleared Of Misconduct In Stanford Sex Assault Case. The lenient sentence shows no ""clear and convincing evidence of bias,"" a judicial panel said.",politics
"HuffPost Rise: What You Need To Know On March 24. Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day.",politics
"GOP Sen. Ron Johnson Says 'No Way' Health Care Vote Should Occur This Week. “We don’t have the courage in Washington, the honesty, to talk about this issue with real facts.""",politics
"Obama's Overtime Reforms Aren't Dead Yet. Trump might make more workers eligible for overtime pay, just not as many as Obama envisioned.",politics
"Russia, U.S. Still Working Out Details Of Putin-Trump Meeting. They plan to meet at the at the G20 summit this week.",politics
"Donald Trump Goes Nuts On 'Morning Joe' Hosts. His remarks come just hours after his campaign manager said that he ""doesn't hurl personal insults.""",politics
"How Quack Doctors And Powerful GOP Operatives Spread Misinformation To Millions. A group calling itself “America’s Frontline Doctors” spread false information about COVID-19 with the help of Facebook, right-wing media and President Trump.",politics
Photos Offer Rare Look Inside The Facilities Border Agents Use To Hold Unauthorized Immigrants. See them for yourself.,politics
Missouri Democrats Filibuster For 39 Hours To Stop Anti-Gay 'Religious Freedom' Bill. But Republicans passed it anyway.,politics
Disgraced Former Detroit Mayor Says Michigan Lawmakers Have Long Known About Flint Water Crisis. The letter reportedly comes from behind bars.,politics
"Donald Trump Announces Rally On Same Night As White House Correspondents Dinner. Because, of course.",politics
"Edward Snowden Boasts That He Got Security Clearance Faster Than 'Half Of This White House'. So, what's up with Jared Kushner?",politics
Lawmakers Show Solidarity With Women's March On Washington. Some marched with family members or people from their districts.,politics
The Last Time We Fought A Preemptive War In The Middle East. A history lesson for the Trump administration.,politics
"National Police Union Endorses Donald Trump. The self-described ""law-and-order candidate"" gets official backing from law enforcement.",politics
Obama Laid The Groundwork For Sexual Assault Survivors To Speak Up. The former administration created an environment where women were heard and defended. The current White House can't really reverse that.,politics
China Trolls Trump Over Report It's Hacked His iPhone. Russian and Chinese spies reportedly listen in on the president's phone calls regularly.,politics
"Greg Abbott's Anti-Trans Jab At Obama Doesn't Even Make Sense. He says he wants to protect his ""Texas values.""",politics
"Up Close and Personal With George W. Bush's Horrifying Legacy. The Iraq disaster remains George W. Bush's enduring folly, and the Republican attempt to shift the blame to the Obama presidency is obscene nonsense. This was, and will always be, viewed properly as Bush's quagmire, a murderous killing field based on blatant lies.",politics
"Joe Manchin Backs Public Housing Drug Tests, Got Idea From Schoolchildren. ""Foster care is the only thing that can save me.""",politics
"Something Old, Something New in Donald Trump's Populism. Donald Trump's surprisingly successful presidential campaign accompanied by violence at campaign rallies and a general disregard for democratic norms are only the latest manifestation of this declining confidence. Trump would be impossible at a time or a place where democratic commitments were more robust and where the temptations of yielding to a strong leader who operates outside of the normal rules of the game were less pronounced.",politics
"Former Trump Attorney Stuns 'Fox & Friends,' Says Stormy Daniels NDA Is Likely Invalid. ""If there’s no signature by [Trump], it’s not valid,"" Jay Goldberg said.",politics
"The Candidate: Election Season Classic May Ease Pain as It Entertains. Some people watch It's A Wonderful Life at Christmas time; I watch The Candidate at election time. Crisply directed by Michael Ritchie, it is highly recommended for Democrats and independents dreading Tuesday night's results.",politics
"Obama: If You Want More Civility In Politics, Don't Vote For People Like Trump. ""Vote for folks who are civil and who are making arguments and using logic and presenting evidence, not just somebody who is popping off.""",politics
Biden Shutters Trump-Era Office For Crimes Allegedly Committed By Immigrants. Trump created the Victim Of Immigration Crime Engagement Office by executive order during his first week in office.,politics
Marco Rubio Dodges Question On Whether He'd Deport Parents Of U.S. Citizens. He said we need to enforce our laws.,politics
"After Criticism, Benjamin Netanyahu Defends Planned Speech To Congress.",politics
FCC Announces Plans To Repeal Net Neutrality. Trump's FCC Chairman thinks Comcast should have even more control over your internet than it already does.,politics
Obama's Democratic Trade Critics Pin Their Hopes On The GOP Primary. Progressives will need Republicans to defeat the Trans-Pacific Partnership.,politics
"That Time the CIA Subjected Americans to 'Surprise Acid Trips'. Ten scientists, some from the CIA, gathered in a cabin in Maryland for their semiannual review and conference in November",politics
Anthony Weiner Isn't Buying Bernie Sanders' Presidential Bid.,politics
Federal Drug Prosecutions Still At Historic Lows In First Few Months Of Trump Administration. The new numbers indicate it may take awhile for Jeff Sessions to reverse trends that began in the Obama administration.,politics
Republicans Set Date For House Leadership Elections. Republicans will choose their candidate for Boehner's replacement on Oct. 8.,politics
"Trump Suggests Iran Brought Deadly Terrorist Attacks Upon Itself. ""States that sponsor terrorism risk falling victim to the evil that they promote,” he warned.",politics
6 Primary Races You Should Watch This Week.,politics
"Donald Trump Is Finding It Hard To Field A Foreign Policy Team Without A Foreign Policy. The president-elect is shuffling through names, seemingly with no ideological aim. His fellow Republicans are confused, too.",politics
Syrian Diaspora: Jordan's Urban Refugees (PHOTOS). Not since the horror of World War II has the planet seen a forced migration the size of the Syrian diaspora that began three years ago when seemingly innocuous government protests escalated into a bloody civil war.,politics
"How the Internet Was Saved... and Why the Battle Continues. The battle continues. The history of media reform tells us that if we ignore core systemic problems like the power of monopolies and the lack of structural diversity, important protections like net neutrality can be short-lived.",politics
"End All Youth Detention and Torture at Rikers Island Now. Nobody of any age should be held in jail without a trial for three years. No child or adolescent should be held in an adult jail. Yet, a 16-year-old accused of stealing a backpack was kept in one of the most violent adult jails in the United States, Rikers Island in New York City, for three years without a trial. This was morally scandalous and inhumane. Even worse, he spent more than two years of that time in solitary confinement, locked up alone except to go to the shower, the recreation area, the visit room or the medical clinic. This was torture. The suicide of 22-year-old Kalief Browder on June 6, barely two years after his release and return home, was the final horror in his tragic and brutal journey into the depths of the adult criminal justice system in New York.",politics
Senate Reaches Long-Sought Agreement On Criminal Justice Overhaul. WASHINGTON (AP) — A bipartisan group of senators has reached a long-sought agreement on changes to the criminal justice system,politics
"Trump's National Security Adviser Changed His Mind About Turkey Coup Attempt After His Firm Got Involved. Lt. Gen. Michael Flynn said in July that the military's attempt to overthrow the government was ""worth clapping for."" Now he calls Turkey an ally.",politics
Obama Fact-Checks Trump’s Convention Speech. The president called out the GOP nominee's fear-mongering.,politics
Trump’s HHS Nominee Got A Sweetheart Deal From A Foreign Biotech Firm. Tom Price's stock deals resurrect concerns about powerful public officials gaining investment opportunities unavailable to the public.,politics
Democrats Don't Appear To Yearn For An Outsider Candidate. In case you were wondering for some reason.,politics
"Obama: If You Can Make Time For Taco Bell, You Can Make Time To Vote. “You can vote and then go get your taco.""",politics
"Pro-Clinton Senator Sees Something Trump-Like In Bernie Sanders' Rise. ""People are really aggravated at the government right now.""",politics
Proof That Republicans And Democrats Can Actually Be Friends. Two men who don't agree on politics are spending the day at the inauguration. And they're fine. Really.,politics
Romney Goes After Obama With POWERPOINT Presentation.,politics
"The Commentariat Considers: What Gave Rise To Donald Trump?. Honestly, what didn't?",politics
GOP Lawmaker To Give Away Two AR-15 Assault Weapons As Door Prize At Fundraiser. He doubled down on his offer the day after the Orlando shooting.,politics
"Ted Cruz And Joe Scarborough Feud On Twitter Over Donald Trump, Cocktails And Panties. “You lose this fight every time. You sold your soul to Trump,” the MSNBC host ended the war of words with the GOP senator.",politics
Obama Announces New Sanctions On North Korea In Response To Sony Hack.,politics
Crossing The Street To See The Other Perspective.,politics
"Trump's Paid Parental Leave Plan Is A Non-Starter. It may give the president bragging rights, but it is unlikely to bring any relief to working families.",politics
12 More States Are Considering Drug Testing Welfare Applicants.,politics
Inspiring Confidence Does Not Seem To Be Rex Tillerson’s Strong Suit. The Tillerson Doctrine: “My wife told me I’m supposed to do this.”,politics
20 Arrested After Protest Outside Donald Trump Event In Orange County Turns Rowdy. No major injuries were reported and about 20 people were taken into custody.,politics
HUFFPOLLSTER: Republicans Are Feeling A Lot Better About Their Party Post-Election. Most now think Donald Trump was their best option as a nominee.,politics
How Our Allies in Asia see the Presumptive Republican Nominee.,politics
Tuesday's Morning Email: Brace Yourselves For The Last Week Of The Campaign. Just one more week.,politics
"Clinton Camp Says Michigan Is Safe For Her, But Acts Like It’s Not. The former secretary of state was in Michigan on Friday, but she's already planning another visit.",politics
"NSA Watchdog To Review Agency Following Tucker Carlson’s Spy Claims. Conservatives have for weeks demanded an investigation into Carlson’s claim that a major U.S. spy agency targeted him, but he has provided no evidence.",politics
"Sunday Roundup. This week, we lost Joan Rivers, who died on Thursday, at 81-years-young (as Sarah Silverman tweeted: ""She wasn't done.""). Rivers was a true trailblazer. Known now for the red carpet, she began with the glass ceiling, shattering it by telling-- and sometimes shouting -- unspoken truths. ""A girl, you're 30-years-old, you're not married -- you're an old maid,"" she said, satirizing the prevalent culture. ""A man, he's 90-years-old, he's not married -- he's a catch!"" That was 1967 on the Ed Sullivan Show. ""My act spoke to women who weren't able to talk about things,"" she said. ""I was talking about things that were really true."" And she never stopped. Through all her iterations, struggles, ups and downs, there was never anything fake about her -- except for her plastic-surgery-altered face, which, of course, she gleefully lampooned. Asked what she wanted on her tombstone, she replied: ""She had a great time."" As did we.",politics
"Trump’s First 100 Days: The Foreign Policy Report Card. To quote Nikki Haley, “There’s a new sheriff in town.”",politics
Former Defense Secretary Chuck Hagel Calls Donald Trump 'An Embarrassment'. The former two-term GOP senator from Nebraska said Trump is “doing great damage to our country internationally.”,politics
"Even Mike Huckabee Has No Clue What Donald Trump's Voter Fraud Claims Are About. “I’m not sure why he brought it up.""",politics
"Yes, Virginia, 'Die Hard' Is A Christmas Movie. From Capra's conscientious capitalists, to Bruce Willis' yippee-ki-yay heroics, Christmas flicks help ease our American anxiety",politics
GOP Party Chairman Really Doesn't Want To Talk About Abolishing The IRS.,politics
"Anti-Trump Protesters Scale Crane Near White House, Urge Public To 'Resist'. “The sun has risen this morning on a new America, but it isn’t Donald Trump’s,"" one activist said.",politics
"Richard Albero on Wounded Warriors and Presidential Leadership: Part II of His 1,200-Mile Yankee Trek. As for Hillary Clinton, she and other presidential contenders might heed the words of Albero, who said that the first principle of leadership is ""consistency.  When you form a policy, you can't let politics change that policy you believe in."" He added, ""A really true leader can see the consequences of an action down the line.""",politics
"I'll Vote for That. The mere idea that members of Congress should be required to take annual ethics training speaks volumes about how far we have strayed from our founders' values, but may be necessary as a first step toward restoring decency and respectability in our nation's capital.",politics
"Corporate, Koch Money Dominates Early 2016 Senate Race Spending. Most early money comes from groups that don't disclose their donors.",politics
World's Saddest Trump Rally Draws Lone Protester: 'Kind Of By Myself Out Here'. Most pro-Trump demonstrations on Inauguration Day were low-key affairs.,politics
"Distracted Dogging: Legal In Most States, Controversial In All. Driving with an animal in your lap may be fun, but it’s extremely dangerous for the driver, passengers, other motorists and",politics
Watch Out For These 4 Outrageous GOP House Candidates. They could be the next Steve King or Louie Gohmert or Michele Bachmann.,politics
Republicans Seem OK With Trump’s Nominees Misleading The Public. Four Trump Cabinet members have been accused of withholding information -- or worse.,politics
"Ex-Arkansas Governor, U.S. Senator Dale Bumpers Dies At Age 90. He drew national attention for his defense of Bill Clinton during the president's impeachment trial.",politics
Washington Braces For Anti-Trump Protests. The number of planned protests and rallies this year is far above what has been typical at recent presidential inaugurations.,politics
Conservative Activist Phyllis Schlafly Dead At 92. Schlafly was instrumental in the defeat of the Equal Rights Amendment.,politics
"The Supreme Court's Conservatives Don't Seem To Know What Obamacare Actually Does. For one thing, it doesn't offer a ""birth control only"" plan.",politics
"One Week, Three Lessons on the Exclusivity of Exceptionalism in America. Three events in the week beginning April 20, 2015, show convincingly that the American promise of national and global societal justice is a lie.",politics
HUFFPOLLSTER: Obama's Approval Rating Takes A Dip.,politics
Donald Trump On Elizabeth Warren: 'She's Got A Big Mouth'. She must be getting under his skin.,politics
Organizers Release Qualifying Criteria For November GOP Debate. There won't be a limit to the number of candidates who can participate in the main event.,politics
"U.S. Marine Corps To Make 19 Job Titles Gender-Neutral. The word ""man"" is being erased from 19 roles in the service.",politics
Poll: Nearly Half Of Trump And Clinton Supporters Just Want To Stop The Other Candidate​. The results reflect a deepening ideological divide in the U.S.,politics
"Charles Koch Blasts Subsidies & Tax Credits, But His Firm Has Taken $195 Million Worth of Them. Billionaire Charles Koch told a gathering of conservative donors Saturday that politicians must end taxpayer-funded subsidies",politics
Tuesday's Morning Email: Trump's Phone Call With Putin. And his top picks for secretary of state.,politics
"Seeking spheres of influence, Russia, China imitate America.",politics
Bill O'Reilly Blames 'Reverse McCarthyism' For Celebs Shunning Donald Trump's Inauguration. Huh?,politics
Protesters Face Off As U.S. Abortion Debate Heats Up. “Trump is going to hear our trumpet call.”,politics
"Trump Lectures America On Values One Year After Being Caught Bragging About Assault. Pot, meet kettle.",politics
"President Who Pushed For Muslim Ban Says He'll 'Never Ever Stand For Religious Discrimination'. ""We will not allow people of faith to be targeted, bullied or silenced anymore.""",politics
The Independent Payment Advisory Board.,politics
"Senators Find Agreement On Obamacare Payments, Only To Have Trump Flip-Flop On Them. The president took two different positions in a span of hours. Who knows what comes next.",politics
Priebus: Hillary Clinton 'Playing Politics' With Release Of Benghazi Chapter.,politics
"Democratic Groups Dump Money, Staff Into Jon Ossoff's Georgia Race. It's not every day a 30-year-old Democrat is poised to win a congressional seat once held by Newt Gingrich and Tom Price.",politics
My Kid Has A Disability; I Can't Vote Red Anymore. Republicans are doing everything in their power to make my son's life harder.,politics
Monday's Morning Email: Fired U.S. Attorney Preet Bharara Hints At Intrigue. Did Rupert Murdoch call in a favor?,politics
Bernie Sanders Calls Out Media For Not Covering Obama's Trade Deal.,politics
Nevada GOP Chairman Laments That 'Certain Groups' Got More Time To Vote. His dog whistle about Hispanic voters wasn't exactly subtle.,politics
"Open Letter To The Korean President: 61 Years After Armistice, Democracy Is More Vital Than Ever. It is my hope that the 33,686 US soldiers who gave their lives in Korea, together with another 8,176 US soldiers who were missing in action, did not make the ultimate sacrifice in defense of your freedom to enable freedom's destruction under your government.",politics
Donald Trump Has Irrevocably Changed How We Will Grade Our Presidential Candidates. Just try to imagine Mitt Romney with Trump's baggage. You can't!,politics
Trump Said Probing His Finances Would Be A 'Red Line.' That's Exactly What Robert Mueller Is Now Doing.. Mueller has asked Deutsche Bank for data on Trump's finances for his Russia investigation.,politics
"Carl Bernstein: Trump Lies Like No Other President, Day In And Day Out. ""He deserves respect. That doesn't mean he shouldn't be called out on his lies.""",politics
Police Body Cameras Are Pointless Unless Cops Use Them Correctly. The devices can't help bring transparency and accountability if they're not turned on.,politics
"Sen. Elizabeth Warren Slams Pruitt: 'Big Polluters Have Their Fantasy EPA Nominee'. ""Scott Pruitt sides with the corporate polluters. He has no business as head of the EPA.”",politics
Clinton And Goldman: Why It Matters. Why is Hillary Clinton refusing to release the transcripts of her Goldman Sachs speeches?,politics
Republicans Who Support Combating Climate Change Urge Trump To Stay In Paris Deal. But a majority remained silent.,politics
"Jeanne Shaheen Calls For Senate Hearings Into Russia's Interference In U.S. Elections. She warned of the ""sobering possibility that Russia is employing the tactics it has used to influence elections in places like Ukraine and Georgia, this time in the United States.”",politics
"Controversial Arizona Recounters Won't Pound On Voters' Doors After DOJ Complaint. Interrogating residents about their votes ""can have a significant intimidating effect on qualified voters,"" warned a Justice Department official.",politics
